category_name,product_title,original_price,discount_price,dicount_rate
자동차/취미,비앤티박스/최고의품질/착한가격/총알배송/당일퀵배송,35000,30690,
자동차/취미,[신학기잇템15%쿠폰][ALESIS] 알레시스 멜로디 61 MK II 포터블 키보드 Designed by U.S.A,119000,119000,
자동차/취미,[보쉬]10.8V 충전전동드릴 GSB 1080-2LI(1B)/콘크리트OK!/액세사리100P포함/GSB1080/GSB1080-2LI,131200,107570,
여행/티켓,[강원] 삼척 초곡 용굴촛대바위길+묵호(논골담길/어시장/묵호등대)+동해 해안선열차 당일여행 /서울경기出,28900,26900,
여행/티켓,|제주|메종글래드제주 삼다정 런치 뷔페+석부작박물관입장혜택+혜택몰빵,45000,41900,
여행/티켓,강원 휘닉스평창(국내숙박/휘닉스/스키/스키패키지/스키렌탈/렌탈패키지/스키시즌/평창휘닉스/휘닉스파크/스노우빌리지/블루캐니언/케이블카/곤도라/국내여행추천/휘팍/휘닉스콘도/휘닉스리조트),80000,74500,
여행/티켓,[강원] 속초 먹방투어(중앙시장+아바이마을)+강릉 커피거리 당일여행/안목해변/국내패키지/서울경기出,23500,21900,
패션잡화,[10%+20%쿠폰] 비비안 팬티스타킹10매 벌크 학생 압박 밴드 덧신 판타롱 기모 레깅스 타이즈 겨울 융,10000,9900,
패션잡화,[10%+20%+T멤22%] 가나양말 봄신상 양말 최대 20켤레 279원/ 남자 여자 학생 발목 덧신 페이크삭스 모음전,10000,10000,
패션잡화,[10%+20%+T멤22%]신상패션양말/골지/발목/페이크삭스/실리콘덧신,10000,10000,
패션잡화,[명품데이] 프라다/구찌 외 인기 명품 가방/지갑/슈즈 모음전,150000,150000,
가전,3M공식대리점 USF-C 직수형 언더씽크 정수기 본품,89000,89000,
가전,11번가 단독) 알로코리아 미세먼지 공기청정기 A100 헤파필터 H13 거실 원룸 가정용 공부방 아이방 사무실,79000,79000,
가전,대우 디지털 에어프라이어 3.5L 대용량 사각형 원형 튀김기,69900,59900,
뷰티,[VIP10%+20%] 땡큐박스/레드블레미쉬/필링젤/선크림/유산균클렌징 外,17300,17300,
뷰티,[맥퀸뉴욕_MQNY] 셀프 속눈썹 펌 세트 2월 신상출시! ~74% 브랜드세일+금액대별사은품+무료배송,8900,8900,
뷰티,[홀리카홀리카] 신상 러브컬렉션/테라조섀도우팔레트/아이메탈글리터 외 BEST ~61%,20000,9900,
뷰티,[10%+25%할인] 미샤 20주년 더더더 즉시할인! 최대 3.5만원 금액대별 할인,20000,10000,
가구/홈데코,누적판매 1위 컴퓨터/책상/학생/사무용의자,40000,34000,
가구/홈데코,[일룸] 링키 600폭 책장 / 초등 학생 학습 아이방 책꽂이 선반 높이 조절 이동 가능,143000,143000,
가구/홈데코,한샘 샘파레트 책장 5단 120cm 시공 외,89000,80100,
디지털,앱코 K660 카일 리니어 게이밍 기계식키보드 [ 포토상품평 참여시 장패드 100%증정],39900,39900,
디지털,삼성외장하드 인증점 J3 2TB A/S 3년,113280,84900,
디지털,갤럭시 S20 5G 128G SKT 단독혜택! 카드+T멤+SK pay 추가적립+경품,1248500,1248500,
생활주방,다우니 겨울 한정판 출시! 엑스퍼트/ 퍼퓸 초고농축 섬유유연제 1LX6,29900,25900,
생활주방,[20%+10%쿠폰+사은품]스위퍼 더스터 먼지떨이 핸들/리필+테이프 클리너+더스터 샘플,11900,11900,
생활주방,[10%+20%]*1980M대용량! 리빙 라벤더향 롱~화장지 33M 3겹 30롤x2팩 /휴지/두루마리휴지,20900,20900,
생활주방,퍼실 딥클린 라벤더 드럼/일반 용기 2.7L x2개+ 퍼실 라벤더 300ml x3개,28300,28300,
전체,[호텔조리장 고동원 쉐프] 건강 보양식 사골도가니탕 600g*3개외/육개장/곰탕/갈비탕,14900,12700,
전체,[샘표] 바지락 칼국수 10봉지+1봉지증정 6종 택2 골라감기,12360,11130,
전체,[10%%+20%쿠폰] 앙블랑 아기물티슈 민트캡형 10팩,17400,17400,
스포츠/레저,[2020년신제품]던롭 젝시오 GGC-X111 어쎈틱 2.9kg초경량 9.5인치 캐디백 보스톤백세트-5종칼라,299000,299000,
스포츠/레저,이고진 요가용품 친환경 실내 와이드 요가매트 NBR TPE 폼롤러 필라테스링 짐볼 고무밴드,14000,10920,
스포츠/레저,[마모트] 봄 이월 신규입고 자켓 티셔츠 외 상하의,12000,12000,
도서,T멤15%+사은품) 2020 1학기 우등생해법시리즈세트/백점맞는시리즈/동아전과/우공비자습서/우등생전과/완자 세트 1.2.3.4.5.6학년(선택),42000,37800,
도서,"[T멤버십+사은품] 흔한남매 1,2,3권/흔한남매 안 흔한 일기 1 선택구매",11000,9900,
도서,[무배+T멤15%]개정판 기적의계산법 1 2 3 4 5 6 7 8 9 10 11 12 단계 선택/초등 수학 문제집,8000,7200,
남성의류,[BON] 2월 25일 단하루 SS이월 신상 베스트 모음 셔츠/정장/코트 外,15000,15000,
남성의류,[르젠]봄신상  남성코디 아이템 봄자켓/트렌치코트/슬랙스/면바지/셔츠/봄니트/긴팔티/맨투맨,14900,11900,
남성의류,[플루크] M~2XL 남자/여자 맨투맨/후드티/후드집업/오버핏,24800,24800,
식품,[샘표] 바지락 칼국수 10봉지+1봉지증정 6종 택2 골라감기,12360,11130,
식품,서울 흰우유200mlx24입/초코우유/딸기우유,12200,10890,
식품,[제주농협] 귤로장생 천혜향1.8kg+한라봉1.8kg 만감2종,20900,20900,
출산/유아,아넬라 로지오가닉 2월26일 행사 과일퓨레 배도라지푸룬 아이간식,34900,34900,
출산/유아,[26일 마트데이 5%+20%]보솜이 액션핏/원더팬티/리얼코튼/베이비케어 4팩 특가전,42900,42900,
출산/유아,오랄비 (어린이 칫솔) 스테이지스 1-4단계 칫솔 12입,28500,20500,
자동차/취미,보쉬 충전 전동드릴 세트 GSB 10.8-2-LI  (1B) + 두루마리 100PCS,145000,131040,
자동차/취미,피톤치드 공기청소기 케어로 연무소독기 항균 탈취 새집증후군 관리 우한 폐렴 예방,142000,129010,
자동차/취미,보쉬 18V 충전전동드릴 GSR 18V-21(1B_1.5AH)액세사리100p포함/GSR18V-21,148900,135500,
여행/티켓,[10%추가할인] 제주 더마파크 자유이용권 BIG 2/3/4,15500,14500,
여행/티켓,[백두대간 협곡열차] V트레인 + 부석사 낭만여행[날짜별추가금발생할수있습니다][11월1일부터 변경된 취소수수료규정 적용],81000,75900,
여행/티켓,소노캄 거제/구 대명리조트 거제마리나(국내여행/거제리조트/거제호텔/거제도여행/거제도숙박/대명리조트/국내숙박추천/거제대명/거제대명리조트/국내여행추천/숙박/국내숙박),151000,142000,
패션잡화,"프라다,버버리,구찌 외 베스트 특가전",195000,195000,
패션잡화,스와로브스키 본사입점! 손예진 주얼리 단독특특가+무료배송+백화점as,30870,30870,
패션잡화,[22%+T멤22%]더빨강양말 최대13켤레/발목양말/중목양말/패션양말,10500,10000,
가전,[카드7%추가할인]벨로닉스 워터텍 구강세정기 SHWT-1800 / 구강세정기 / 휴대용 치아세정기,59900,59900,
가전,[파세코] 석유난로 PKH-23 석유히터 심지 캠핑 기름 난방기 D1,198000,198000,
가전,[홈쇼핑 인기상품] 이스타 대용량 12L 에어프라이어 / 오븐 / 에어프라이어 / 로티세리,129000,109000,
뷰티,[쿠폰30%] 실검장악! 조성아 세럼스틱/톤커버스틱/16브랜드3초섀도우/쉐딩 ~81%,10000,5900,
뷰티,케라시스 퍼퓸 샴푸/린스 600ml x5개~ 베스트 헤어케어,19000,19000,
뷰티,[10%+20%] 토니데이 기초/색조 BEST~82% (+커피쿠폰),20000,10000,
가구/홈데코,[11번가단독]한샘 우노 붙박이장 3컬러_행거형/선반형/고급형,608200,547380,
가구/홈데코,로이모노 학생방 시리즈 / 1200폭 1400폭 책상 4단 서랍 슈퍼싱글 침대 매트리스 슬라이딩 옷장,499000,499000,
가구/홈데코,[20%쿠폰]삼익가구 버나드 거위털+라텍스 천연소가죽 4인용 소파/쇼파,474000,402900,
디지털,갤럭시 노트10 플러스 5G 256G,1397000,1227000,
디지털,[애플] iPhone 11 128GB 옐로우 자급제 언락폰 MWM42KH/A 아이폰11 애플코리아 공식인증 정품 공기계,1060000,1007000,
디지털,[10%+중복쿠폰]공식파트너 삼성 갤럭시탭S6 10.5 256G SM-T865 LTE /태블릿PC/테블릿/타블렛/패드/인강,999900,929900,
디지털,iPhone 11 128G,1056000,986000,
생활주방,[모나리자] 스마트데코 3겹 27M 30롤 3개 총90롤 화장지 휴지,31800,31800,
생활주방,[모나리자] 플라워 2겹 40M 30롤 3개 총90롤 화장지 휴지,33200,33200,
생활주방,[1+1패키지] 해피콜 컴포트 다이아몬드 후라이팬 & 궁중팬,29900,29900,
생활주방,[10%+20%+본품1L추가!]피죤 초고농축 1Lx3개+1L추가 1.7Lx2개+1.7L추가 리치퍼퓸 시그니처 섬유유연제,11900,11900,
전체,갤럭시 A90 5G 128G,699600,399600,
전체,서울 흰우유200mlx24입/초코우유/딸기우유,12200,10890,
전체,[제주농협] 귤로장생 천혜향1.8kg+한라봉1.8kg 만감2종,20900,20900,
전체,포스트 오레오 오즈/레드 500gx2개+랜덤,14300,12870,
스포츠/레저,[이화에스엠피] [가격인하]신개념 엘브릭스 전동거꾸리/스트래칭/무료배송/영상참고,199000,199000,
스포츠/레저,[카파]성인 남여 간절기 의류 총집합전! 플리스집업/트레이닝/후드/윈드 브레이커!,21900,21900,
스포츠/레저,[아디다스 나이키 정품] 신학기 준비완료! 트레이닝팬츠 레깅스 맨투맨 상하의세트 신학기 백팩 딜,15500,15500,
도서,T멤할인! [무료배송+사은품] 2020 EBS 수능특강 영어/국어/수학/사회탐구/과학탐구 선택구매,5300,4770,
도서,T맴버쉽15%+선물) 2020년 개념플러스유형 초등수학 라이트 파워 교과서 개념잡기 1학기 2학기,12500,11250,
남성의류,30%쿠폰!국민속옷 BYC/TRY 5종세트外 남성트렁크/드로즈/남여런닝/동내의세트/아동속옷,10900,10900,
남성의류,[인디안/브루노바피/트레몰로] 2020 봄 인기상품 아우터/니트/셔츠外 100종 모음,10000,10000,
식품,포스트 오레오 오즈/레드 500gx2개+랜덤,14300,12870,
식품,10%+15%! 머거본 BEST 간식 꾸이큰통 290G x2통외 (육포/어포/견과),12900,12900,
식품,MISURA 통밀도너츠 230g * 3입 MISURA 득템 찬스,9900,9900,
출산/유아,[대디오대디]봄신상/아동복/유아복/맨투맨/면바지,10000,8800,
출산/유아,[26일 마트데이 5%+20%]애플크럼비 친환경 프리미엄 기저귀 밴드/팬티 전사이즈 6팩,49900,49900,
자동차/취미,에이블루 박스탭 멀티탭 모음전 정리함 전선정리함 디자인 5구 USB충전형,37900,29900,
자동차/취미,One Top 애견간식 강아지간식 강아지껌 개껌 강아지캔 강아지사료 애견사료,1100,990,
자동차/취미,레고 어벤져스 겨울왕국 DC 베트맨 테크닉 해리포터 시티 아키텍쳐 히든사이드 닌자고 듀플로 기획전 100종,19900,19900,
여행/티켓,|전남| 홍도 흑산도 1박2일/2박3일(선택/목포집결) / 섬여행/홍도흑산도여행/비금도도초도/매일출발,169000,159000,
여행/티켓,[객실패키지]제주 휘닉스 섭지코지 사계절온수풀4인+사우나4인+키즈플레이존+미술관입장권제공(제주휘닉스/제주섭지코지/섭지코지제주/제주여행/제주숙박추천/섭지코지/제주도휴양지/제주도섭지코지/서귀포숙박),159000,149900,
여행/티켓,베스트웨스턴플러스 아일랜드캐슬호텔(의정부워터파크/의정부/경기도/아일랜드/아일랜드캐슬/베스트웨스턴/서울워터파크/서울인근물놀이/워터파크/물놀이),79000,74500,
여행/티켓,주문진더블루힐리조트(강원도여행추천/주문진/블루힐리조트/주문진항/강원도/강릉/콘도/리조트/수영장/숙소추천/국내숙박추천/국내여행추천/숙박/국내숙박),97000,92000,
패션잡화,[10%+20%+T멤22%]허니삭스 신학기양말/벗겨지지않는덧신/페이크삭스/니트/앙고라/기본양말,9900,9900,
패션잡화,[밀로니] 10%+20% 트렌디 쥬얼리 14k 귀걸이 반지 목걸이 팔찌,28000,28000,
패션잡화,[영국 현지 아울렛] 구찌 버버리 끌로에 발렌시아가 보테가베네타 프라다 등 인기 아이템 관부가세 포함,258000,258000,
패션잡화,[조셉앤스테이시] 신학기 필수템! NEW&BEST 니트백/컨버스백/지갑 모음전,49800,49800,
가전,돌체구스토 에스페르타 캡슐 커피머신 + 스타벅스 베란다 블랜드 캡슐 1박스 패키지,159000,146900,
가전,"취향저격 디자인 라이프썸 핸디형청소기, 미니고데기, 자동손세정기, LED거울 집꾸미기 필수아이템",25900,25900,
가전,"원더스리빙 W3 무선 물걸레청소기 / 원터치 물분사 / 전면 LED라이트 / 강력한 왕복운동 분당1,000회",69000,69000,
가전,필터형 정수기 브리타 플로우 8.2L+필터1개월분 (기본구성),69900,63900,
뷰티,[~25%할인] 미샤 20주년 색조/클렌징 최대 3.5만원 금액대별 즉시할인!,20000,10000,
뷰티,NEW 삐아 럭키샤인틴트/벨벳립틴트/젤라이너/펜라이너/섀도우/블러쉬/피넛블로썸/섀딩~37%,6000,6000,
뷰티,[쿠폰10%+20%]마녀공장 클렌징&미백 단 하루 특가전! 오일/앰플/에센스+추가사은품 증정,10800,10800,
가구/홈데코,[일룸] 링키 or 링키 스마트 책상 + 시디즈 링고 의자 / 정면 각도 조절 초등 학생 책상 의자 포함 세트,319000,319000,
가구/홈데코,베네폼 3D힙레스트 1개 비스코폼 자세교정방석,37500,37500,
가구/홈데코,[11번가 단독]한샘 샘키즈 수납장 1305 솜사탕핑크 30종/택1,143000,128700,
디지털,[공식인증점][10%다운로드+아카데미] 삼성 갤럭시탭S6  128GB LTE SM-T865/테블릿pc/태블릿pc/태블릿,898700,835700,
디지털,[7%쿠폰]공식파트너 삼성 갤럭시탭A 8.0 2019 SM-T295 32GB/태블릿PC/테블릿/타블렛/패드,210420,199900,
디지털,[10%+중복쿠폰]공식파트너 삼성 갤럭시탭S6 10.5 256G SM-T860 WiFi /태블릿PC/테블릿/타블렛/패드/인강,898700,835700,
디지털,[10%+추가다운로드+아카데미]인증점 삼성 갤럭시탭S6 10.5 SM-T865 LTE 128GB,898700,835700,
생활주방,[02.26마트데이][11%증량]비트 액체세탁세제 일반용 2.22L x 6개/11% 증량,23900,23900,
생활주방,[페브리즈 증정]잘풀리는집 명작순수 30Mx30롤x2팩/휴지/화장지/각티슈,30900,28900,
생활주방,99.9% 살균효과 휴대용 손소독제 천연원료 310ml,10000,9500,
전체,[26일 마트데이 10%+20%]크리넥스 3겹 천연펄프 데코소프트 화장지 27m 30롤X2팩/화장지/롤휴지/두루마리,38800,38800,
전체,10%+15%! 머거본 BEST 간식 꾸이큰통 290G x2통외 (육포/어포/견과),12900,12900,
전체,시디즈 베스트셀러 TOP8 초특가 탭/링고/T30/T40/T50,147750,139900,
전체,MISURA 통밀도너츠 230g * 3입 MISURA 득템 찬스,9900,9900,
스포츠/레저,아디다스 매장정품 신학기맞이 인기 운동화/슬리퍼/가방/후드티/바람막이/팬츠 100종!,14200,14200,
스포츠/레저,엑사이더 하이브리드 EX900 엑스바이크 실내자전거 헬스자전거,162500,143000,
스포츠/레저,핏분 점핑 트램폴린 36~54인치 유아 방방이 어린이 성인 점핑운동기구 트럼플린,34900,29840,
도서,에코백증정) 기적의한글학습/기적의계산법/한글학습다지기/받아쓰기/독서논술/유아수학/독서법/독서논술 외 (세트선택),24000,21600,
도서,초등 한국사 완전 정복! (한국사 따서조립하기+읽기책) 만들기와 읽기책 2종 구성으로 초등 한국사 완전 정복,18900,18900,
도서,"15%추가쿠폰! 하뚱컬러링북 6종 세트 (색칠놀이, 색칠북)",36000,15900,
남성의류,[르젠]인기 봄신상 남성바지 모음전 슬랙스/면바지/기모/밴드바지/청바지/카고바지/스판바지,12900,9900,
남성의류,[30%]매니몰  남녀공용 긴팔티 / 맨투맨/ 기모집업후드/남성긴팔티,13000,12900,
남성의류,[25%쿠폰]에비수 본사 봄/맨투맨/후드티/점퍼/패딩/청바지/키즈 外 78종!,66300,19900,
식품,김제 토마토마 허정수농부 송이토마토 2kg 3kg,10500,10500,
식품,매일 뼈로가는 칼슘두유 190ml x 64팩 검은콩두유 매일두유,24330,21900,
식품,단짠단짠 촉촉고소 입소문 난 차칸오다리 버터바디오징어/페스츄리 오징어등 총 8종,3900,3900,
식품,[풀무원] 토이쿠키 만들기 골라담기(오리지널/냠냠간식/씽씽자동차),21700,21700,
출산/유아,[26일 마트데이 5%+20%]슈퍼대디 미스터펭 매직슬림/리얼소프트 밴드/팬티기저귀 외 전라인 모음,31500,31500,
출산/유아,[파격초특가]봄신상최저가/더미누초특가/자가드/긴팔/칠부/후라이스/수면조끼/실내복/유아/아동/주니어,6900,6900,
출산/유아,"[일로딜로]우리아이 티셔츠/원피스/가디건5,000원~",10000,10000,
출산/유아,[신상최대35%] 아이숲내의/KF80마스크/무형광/자가드/자체제작/후라이스/실내복/올스판,5900,5900,
자동차/취미,에너자이저 알카라인 대용량 건전지 48알 /AA건전지/AAA건전지/배터리,21200,19080,
자동차/취미,[보쉬] 신형 750W GSB1600RE DIY KIT/전동드릴/16RE,114000,98280,
자동차/취미,[토우] 13KG -애견사료 모음,89000,88000,
여행/티켓,KTX/부산명소탐방/해운대골든튤립호텔/해운대/송도해상케이블카/태종대/용궁사/청사포/1박2일/코레일기차여행,215000,205000,
여행/티켓,한화리조트경주 2020 Lucky 룸온니 특별가(국내숙박/국내여행추천/국내숙박/경주한화리조트/한화리조트경주/경주콘도/경주호텔/경주/경북/당일예약/한화콘도/한화리조트),114000,108900,
여행/티켓,한화리조트평창(국내여행추천/국내숙박/한화/한화리조트/한화콘도/한화호텔/휘닉스파크/한화평창/한화휘닉스/한화콘도평창/평창한화),103000,98500,
패션잡화,다이에나롤랑 소가죽 자동버클 남자 벨트 허리띠,33900,23900,
패션잡화,[10%+20%][게스/구찌/페라가모] 외 인기 명품 선글라스 봄맞이 시즌 행사,13900,13900,
패션잡화,"[30%+vip5%쿠폰] [블랙마틴싯봉]20S/S 신상 및 이월 버킷백,숄더백,토트백 등 최대 94% OFF!",31500,31500,
가전,[라헨느] 대용량 7리터 에어프라이어 LAF-707B 간편한 사용법,109000,64800,
가전,[브리츠] ShowPOPTWS5 퀄컴칩셋 ATPX 초소형 완전무선 블루투스이어폰 5.0 40시간재생 무선충전 C타입충전 IPX5방수,66550,59900,
가전,브리츠 LuxTWS5  오픈형 완전무선 블루투스 이어폰,59880,53900,
뷰티,~51%할인! 클리오/페리페라/구달/힐링버드/더마토리 2월 한정세일,10000,7000,
뷰티,[에뛰드] 기초대전 순정/수분콜라겐/프로폴리스 UP TO 40%,10000,6300,
가구/홈데코,다샵 선풍기커버 벽걸이 스탠드 에어컨커버 제습기 커버 무풍 에어컨 커버,10000,5500,
가구/홈데코,[일룸] 클로버 그로잉 책상 / 3 단계 높이 조절 유아 어린이 유아동 학습 공부상,149000,149000,
가구/홈데코,[마르셀린] 진드기차단 기능성 침구 매트커버형 침대토퍼 논슬립 바닥토퍼외 베개솜/이불솜/폼패드,29900,29900,
디지털,공식인증점 마이크로소프트 Wireless Desktop 900 정품세트,30900,30900,
디지털,iPad mini WI-FI + Cellular 64GB (색상선택),683330,656000,
디지털,[마이크론] 마이크론 2200 M.2 2280 (256GB)  11번가 단독행사 한정수량 판매후 행사종료,54000,54000,
디지털,iPad 9.7 6세대 WI-FI + Celluar 128GB (색상선택),623950,605240,
생활주방,휴대용 대용량 74% 핸드크리너 손세정제 손세정젤 50ml / 500ml,10000,8500,
생활주방,리큐 알카파워 액체세제 리필 2.1L x6개 외~ BEST 세탁세제/주방세제 모음,23900,23900,
생활주방,[20% 중복할인]스피드랙 3/4/5단 특가 무볼트 조립식 앵글 수납 선반,48500,40260,
생활주방,[26일 마트데이 10%+20%]크리넥스 미용티슈/키친타월/스카트 행주타월 모음,28500,28500,
전체,[블랙야크&키즈] S/S 시즌 자켓&티셔츠 외 의류 스페셜혜택,14900,14900,
전체,김제 토마토마 허정수농부 송이토마토 2kg 3kg,10500,10500,
전체,[26일 마트데이 5%+20%]페넬로페 미라클 외 기저귀 특별전!,32800,32800,
전체,매일 뼈로가는 칼슘두유 190ml x 64팩 검은콩두유 매일두유,24330,21900,
스포츠/레저,[빈폴스포츠] 봄맞이 백팩/의류/신발 11번가 단독 SPECIAL PRICE,26800,26800,
스포츠/레저,나이키 에어맥스 엑시스 남여공용 NIKE AIR MAX AXIS,87900,87900,
스포츠/레저,핏분 치닝디핑 치닝 풀업바 A형 가정용 철봉 친업 턱걸이 실내 턱걸이운동기구 가정용턱걸이 턱걸이기구,129000,89760,
도서,노란우산)100가지 숨은미로찾기/똑똑한 그림책/숫자놀이 그림책/점잇기 그림책(선택),7000,6300,
도서,[세이펜] 단품 골라담기 /충전기/세이포스터/낱말카드 외,12000,12000,
남성의류,체이스컬트 봄오픈 신학기준비! 맨투맨/셔츠/아우터/팬츠,9900,9900,
남성의류,[클리어런스] 지이크 특별가~92% OFF! 자켓/셔츠/팬츠,119000,9900,
식품,태송 볶음밥 300g X10봉/햇반/육개장,15900,11870,
식품,"[CJ제일제당] 비비고 국/탕/찌개 (사골,육개장,미역국 外) 골라담기",19480,19480,
출산/유아,[10%+20%] 센스물티슈 하마 캡형 100매 10+10팩 외 전라인 대용량 모음,16600,16600,
출산/유아,[26일 마트데이 5%+20%]군기저귀 슬림앤드라이 밴드/소프트 팬티 x 6팩 행사,43900,43900,
자동차/취미,알파인 차량용 공기청정기 오토메이트G,99000,89000,
자동차/취미,대용량 고양이사료 캣츠러브/캐츠랑15~20kg,26900,25900,
여행/티켓,한화리조트해운대 2020 Lucky 룸온니 특별가(국내여행추천/국내숙박/한화리조트할인/광안리/한화/한화리조트/한화콘도/해운대한화/광안리/광안대교/한화호텔앤리조트),148000,142000,
여행/티켓,가평포세이돈캐라반 (경기도/캐라반/카라반/수상레저/수상스키/캠핑/포세이돈/숙박/가족여행/국내여행/국내숙박추천/국내여행추천/숙박/국내숙박),78100,75100,
패션잡화,[금강제화] 10+20%쿠폰+11%T멤버십! 남녀 BEST 100종 모음,34500,34500,
패션잡화,[Fullmoon]신상 헤어 아이템/핀/머리끈,1900,1900,
패션잡화,"[10%+20%][에스콰이아] 20S/S 신상기획전! 에코백/미니크로스백/핸드백/버킷백 19,900~",19900,19900,
